city,year,weekofyear,total_cases
sj,2010,19,17
sj,2010,20,19
sj,2010,21,15
sj,2010,22,39
sj,2010,23,18
sj,2010,24,20
sj,2010,25,29
sj,2010,26,32
sj,2010,27,23
sj,2010,28,29
sj,2010,29,25
sj,2010,30,30
sj,2010,31,19
sj,2010,32,32
sj,2010,33,22
sj,2010,34,31
sj,2010,35,20
sj,2010,36,32
sj,2010,37,27
sj,2010,38,24
sj,2010,39,28
sj,2010,40,28
sj,2010,41,35
sj,2010,42,18
sj,2010,43,15
sj,2010,44,20
sj,2010,45,30
sj,2010,46,12
sj,2010,47,10
sj,2010,48,12
sj,2010,49,8
sj,2010,50,5
sj,2010,51,15
sj,2011,52,11
sj,2011,1,14
sj,2011,2,26
sj,2011,3,14
sj,2011,4,13
sj,2011,5,10
sj,2011,6,10
sj,2011,7,5
sj,2011,8,16
sj,2011,9,6
sj,2011,10,7
sj,2011,11,2
sj,2011,12,8
sj,2011,13,18
sj,2011,14,14
sj,2011,15,9
sj,2011,16,10
sj,2011,17,0
sj,2011,18,14
sj,2011,19,8
sj,2011,20,23
sj,2011,21,34
sj,2011,22,27
sj,2011,23,31
sj,2011,24,38
sj,2011,25,30
sj,2011,26,28
sj,2011,27,31
sj,2011,28,27
sj,2011,29,28
sj,2011,30,29
sj,2011,31,29
sj,2011,32,23
sj,2011,33,27
sj,2011,34,28
sj,2011,35,25
sj,2011,36,22
sj,2011,37,29
sj,2011,38,36
sj,2011,39,30
sj,2011,40,29
sj,2011,41,26
sj,2011,42,28
sj,2011,43,20
sj,2011,44,26
sj,2011,45,26
sj,2011,46,24
sj,2011,47,21
sj,2011,48,20
sj,2011,49,7
sj,2011,50,18
sj,2011,51,8
sj,2012,52,11
sj,2012,1,12
sj,2012,2,17
sj,2012,3,9
sj,2012,4,12
sj,2012,5,7
sj,2012,6,11
sj,2012,7,8
sj,2012,8,9
sj,2012,9,2
sj,2012,10,9
sj,2012,11,7
sj,2012,12,4
sj,2012,13,12
sj,2012,14,17
sj,2012,15,10
sj,2012,16,19
sj,2012,17,14
sj,2012,18,16
sj,2012,19,16
sj,2012,20,18
sj,2012,21,17
sj,2012,22,9
sj,2012,23,10
sj,2012,24,7
sj,2012,25,8
sj,2012,26,12
sj,2012,27,20
sj,2012,28,21
sj,2012,29,17
sj,2012,30,17
sj,2012,31,17
sj,2012,32,21
sj,2012,33,24
sj,2012,34,20
sj,2012,35,22
sj,2012,36,16
sj,2012,37,5
sj,2012,38,12
sj,2012,39,18
sj,2012,40,27
sj,2012,41,19
sj,2012,42,30
sj,2012,43,28
sj,2012,44,21
sj,2012,45,20
sj,2012,46,23
sj,2012,47,27
sj,2012,48,10
sj,2012,49,16
sj,2012,50,9
sj,2012,51,8
sj,2013,1,6
sj,2013,2,7
sj,2013,3,10
sj,2013,4,6
sj,2013,5,15
sj,2013,6,7
sj,2013,7,9
sj,2013,8,6
sj,2013,9,4
sj,2013,10,4
sj,2013,11,14
sj,2013,12,0
sj,2013,13,7
sj,2013,14,15
sj,2013,15,6
sj,2013,16,3
sj,2013,17,10
iq,2010,26,3
iq,2010,27,3
iq,2010,28,6
iq,2010,29,4
iq,2010,30,3
iq,2010,31,3
iq,2010,32,2
iq,2010,33,4
iq,2010,34,2
iq,2010,35,3
iq,2010,36,5
iq,2010,37,3
iq,2010,38,4
iq,2010,39,2
iq,2010,40,2
iq,2010,41,4
iq,2010,42,5
iq,2010,43,7
iq,2010,44,9
iq,2010,45,6
iq,2010,46,5
iq,2010,47,8
iq,2010,48,9
iq,2010,49,7
iq,2010,50,6
iq,2010,51,3
iq,2011,52,5
iq,2011,1,6
iq,2011,2,6
iq,2011,3,5
iq,2011,4,5
iq,2011,5,5
iq,2011,6,7
iq,2011,7,6
iq,2011,8,7
iq,2011,9,7
iq,2011,10,6
iq,2011,11,6
iq,2011,12,7
iq,2011,13,7
iq,2011,14,7
iq,2011,15,6
iq,2011,16,6
iq,2011,17,7
iq,2011,18,6
iq,2011,19,1
iq,2011,20,4
iq,2011,21,5
iq,2011,22,5
iq,2011,23,0
iq,2011,24,3
iq,2011,25,1
iq,2011,26,4
iq,2011,27,3
iq,2011,28,1
iq,2011,29,2
iq,2011,30,3
iq,2011,31,2
iq,2011,32,3
iq,2011,33,1
iq,2011,34,3
iq,2011,35,2
iq,2011,36,2
iq,2011,37,4
iq,2011,38,3
iq,2011,39,6
iq,2011,40,3
iq,2011,41,7
iq,2011,42,8
iq,2011,43,6
iq,2011,44,6
iq,2011,45,5
iq,2011,46,7
iq,2011,47,5
iq,2011,48,6
iq,2011,49,7
iq,2011,50,8
iq,2011,51,6
iq,2012,52,7
iq,2012,1,4
iq,2012,2,6
iq,2012,3,3
iq,2012,4,4
iq,2012,5,6
iq,2012,6,6
iq,2012,7,4
iq,2012,8,5
iq,2012,9,5
iq,2012,10,3
iq,2012,11,3
iq,2012,12,4
iq,2012,13,6
iq,2012,14,4
iq,2012,15,7
iq,2012,16,7
iq,2012,17,4
iq,2012,18,5
iq,2012,19,4
iq,2012,20,6
iq,2012,21,3
iq,2012,22,3
iq,2012,23,5
iq,2012,24,4
iq,2012,25,4
iq,2012,26,1
iq,2012,27,3
iq,2012,28,2
iq,2012,29,5
iq,2012,30,3
iq,2012,31,2
iq,2012,32,3
iq,2012,33,4
iq,2012,34,2
iq,2012,35,3
iq,2012,36,3
iq,2012,37,2
iq,2012,38,1
iq,2012,39,3
iq,2012,40,4
iq,2012,41,5
iq,2012,42,5
iq,2012,43,7
iq,2012,44,6
iq,2012,45,6
iq,2012,46,9
iq,2012,47,11
iq,2012,48,8
iq,2012,49,7
iq,2012,50,7
iq,2012,51,10
iq,2013,1,8
iq,2013,2,2
iq,2013,3,4
iq,2013,4,6
iq,2013,5,6
iq,2013,6,7
iq,2013,7,6
iq,2013,8,7
iq,2013,9,7
iq,2013,10,6
iq,2013,11,9
iq,2013,12,10
iq,2013,13,7
iq,2013,14,5
iq,2013,15,5
iq,2013,16,7
iq,2013,17,6
iq,2013,18,2
iq,2013,19,7
iq,2013,20,6
iq,2013,21,4
iq,2013,22,5
iq,2013,23,4
iq,2013,24,2
iq,2013,25,1
iq,2013,26,3
